,centroid_x,centroid_y,members
10,827,514,"[array([825, 514, 1187, 'AP2AR3I6ZWUOP'], dtype=object), array([829, 512, 1902, 'A1TK0ZMZ571GG0'], dtype=object), array([827, 514, 855, 'A3BETRYEHTABOW'], dtype=object), array([829, 512, 1326, 'ATRF28UBVVCWE'], dtype=object), array([823, 514, 1649, 'A32NWSI7SGQSFW'], dtype=object), array([827, 518, 902, 'ATV6ICKU8U99L'], dtype=object), array([831, 516, 1296, 'ASI6KXF2GAUTQ'], dtype=object), array([829, 514, 2429, 'A3CSY75LCJCNOI'], dtype=object), array([823, 518, 840, 'A1WAGM4T963MTF'], dtype=object), array([827, 516, 1651, 'A2D7SD76AM3Y9C'], dtype=object), array([823, 500, 783, 'A10XK1PCN65URM'], dtype=object), array([827, 518, 1490, 'A1R907HJF0EC78'], dtype=object), array([829, 512, 1366, 'A3KQYK3Q08ONN9'], dtype=object), array([825, 508, 527, 'A3SLBRRH6YEVCB'], dtype=object), array([829, 514, 1577, 'A1N4TYRLJ26DB9'], dtype=object), array([827, 518, 1734, 'A2Z8V601LQT1KU'], dtype=object), array([829, 514, 627, 'A3AF8RFF1R9EBY'], dtype=object)]"
11,963,516,"[array([963, 514, 2667, 'AP2AR3I6ZWUOP'], dtype=object), array([963, 516, 803, 'A1TK0ZMZ571GG0'], dtype=object), array([963, 516, 4889, 'A3BETRYEHTABOW'], dtype=object), array([961, 506, 1079, 'ATRF28UBVVCWE'], dtype=object), array([967, 512, 1835, 'A32NWSI7SGQSFW'], dtype=object), array([961, 516, 1720, 'ATV6ICKU8U99L'], dtype=object), array([967, 516, 2405, 'ASI6KXF2GAUTQ'], dtype=object), array([963, 514, 1902, 'A3CSY75LCJCNOI'], dtype=object), array([965, 518, 1241, 'A2D7SD76AM3Y9C'], dtype=object), array([961, 514, 527, 'A10XK1PCN65URM'], dtype=object), array([969, 516, 1454, 'A1R907HJF0EC78'], dtype=object), array([965, 520, 822, 'A3KQYK3Q08ONN9'], dtype=object), array([961, 520, 5302, 'A13YH9YNHZXBJE'], dtype=object), array([965, 516, 1688, 'A1N4TYRLJ26DB9'], dtype=object), array([967, 516, 1933, 'A2LXH22NMQ1ECA'], dtype=object), array([963, 516, 1483, 'A2Z8V601LQT1KU'], dtype=object), array([958, 522, 3218, 'A3AF8RFF1R9EBY'], dtype=object), array([963, 514, 1015, 'A2S9ZPD18SZND7'], dtype=object)]"
12,926,541,"[array([928, 539, 1876, 'AP2AR3I6ZWUOP'], dtype=object), array([926, 541, 1108, 'A3BETRYEHTABOW'], dtype=object), array([932, 541, 544, 'ATRF28UBVVCWE'], dtype=object), array([926, 541, 2605, 'ATV6ICKU8U99L'], dtype=object), array([922, 543, 625, 'A1WAGM4T963MTF'], dtype=object), array([928, 541, 2266, 'A1R907HJF0EC78'], dtype=object), array([924, 543, 1169, 'A13YH9YNHZXBJE'], dtype=object), array([928, 539, 1423, 'A1N4TYRLJ26DB9'], dtype=object), array([924, 539, 2141, 'A2LXH22NMQ1ECA'], dtype=object), array([926, 539, 1301, 'A2Z8V601LQT1KU'], dtype=object), array([922, 545, 1982, 'A3AF8RFF1R9EBY'], dtype=object), array([920, 543, 765, 'A2S9ZPD18SZND7'], dtype=object)]"
13,1020,821,"[array([1022, 823, 1290, 'AP2AR3I6ZWUOP'], dtype=object), array([1022, 825, 1209, 'A1TK0ZMZ571GG0'], dtype=object), array([1020, 821, 1911, 'A3BETRYEHTABOW'], dtype=object), array([1022, 819, 1654, 'ATV6ICKU8U99L'], dtype=object), array([1018, 817, 1341, 'ASI6KXF2GAUTQ'], dtype=object), array([1020, 821, 10496, 'A3CSY75LCJCNOI'], dtype=object), array([1020, 825, 1640, 'A2D7SD76AM3Y9C'], dtype=object), array([1020, 827, 1080, 'A10XK1PCN65URM'], dtype=object), array([1020, 821, 1005, 'A3KQYK3Q08ONN9'], dtype=object), array([1020, 821, 1893, 'A1N4TYRLJ26DB9'], dtype=object), array([1022, 823, 2583, 'A2LXH22NMQ1ECA'], dtype=object), array([1018, 823, 2482, 'A2Z8V601LQT1KU'], dtype=object), array([1018, 829, 1684, 'A2S9ZPD18SZND7'], dtype=object)]"
14,479,152,"[array([479, 154, 1259, 'A1TK0ZMZ571GG0'], dtype=object), array([479, 152, 1572, 'A3BETRYEHTABOW'], dtype=object), array([473, 147, 0, 'A32NWSI7SGQSFW'], dtype=object), array([479, 152, 797, 'ASI6KXF2GAUTQ'], dtype=object), array([475, 158, 1269, 'A1WAGM4T963MTF'], dtype=object), array([479, 152, 2447, 'A1R907HJF0EC78'], dtype=object), array([481, 154, 687, 'A3KQYK3Q08ONN9'], dtype=object), array([481, 150, 1584, 'A301X9EE0SXTYL'], dtype=object), array([479, 154, 1752, 'AW5CAVAQBYOLE'], dtype=object), array([481, 154, 982, 'A3SLBRRH6YEVCB'], dtype=object), array([479, 150, 1664, 'A1N4TYRLJ26DB9'], dtype=object), array([481, 150, 1241, 'A3AF8RFF1R9EBY'], dtype=object), array([481, 154, 1136, 'A2S9ZPD18SZND7'], dtype=object)]"
15,872,457,"[array([874, 455, 4652, 'AP2AR3I6ZWUOP'], dtype=object), array([872, 455, 2431, 'A1TK0ZMZ571GG0'], dtype=object), array([870, 459, 3691, 'A3BETRYEHTABOW'], dtype=object), array([872, 455, 1201, 'ATRF28UBVVCWE'], dtype=object), array([872, 457, 1416, 'A32NWSI7SGQSFW'], dtype=object), array([872, 459, 1767, 'A3CSY75LCJCNOI'], dtype=object), array([877, 459, 1141, 'A2D7SD76AM3Y9C'], dtype=object), array([874, 459, 1220, 'A1R907HJF0EC78'], dtype=object), array([872, 461, 977, 'A301X9EE0SXTYL'], dtype=object), array([874, 459, 1376, 'A3SLBRRH6YEVCB'], dtype=object), array([874, 459, 1764, 'A1N4TYRLJ26DB9'], dtype=object), array([874, 455, 1844, 'A2LXH22NMQ1ECA'], dtype=object), array([872, 459, 1899, 'A2Z8V601LQT1KU'], dtype=object), array([872, 453, 911, 'A2S9ZPD18SZND7'], dtype=object)]"
16,952,686,"[array([954, 684, 2114, 'AP2AR3I6ZWUOP'], dtype=object), array([952, 688, 936, 'A1TK0ZMZ571GG0'], dtype=object), array([952, 688, 9620, 'A3BETRYEHTABOW'], dtype=object), array([952, 686, 1467, 'ATV6ICKU8U99L'], dtype=object), array([958, 688, 783, 'ASI6KXF2GAUTQ'], dtype=object), array([954, 684, 2393, 'A3CSY75LCJCNOI'], dtype=object), array([948, 676, 2849, 'A1WAGM4T963MTF'], dtype=object), array([954, 682, 1823, 'A1R907HJF0EC78'], dtype=object), array([954, 684, 1179, 'A3KQYK3Q08ONN9'], dtype=object), array([950, 690, 3193, 'AW5CAVAQBYOLE'], dtype=object), array([952, 686, 1826, 'A2Z8V601LQT1KU'], dtype=object)]"
17,160,571,"[array([156, 571, 1541, 'AP2AR3I6ZWUOP'], dtype=object), array([154, 578, 1383, 'ATIGCUKIPNWG0'], dtype=object), array([166, 573, 766, 'A1TK0ZMZ571GG0'], dtype=object), array([154, 571, 779, 'A3BETRYEHTABOW'], dtype=object), array([158, 575, 1262, 'A32NWSI7SGQSFW'], dtype=object), array([160, 571, 1170, 'ATV6ICKU8U99L'], dtype=object), array([160, 567, 836, 'ASI6KXF2GAUTQ'], dtype=object), array([162, 575, 1289, 'A3CSY75LCJCNOI'], dtype=object), array([156, 569, 632, 'A1WAGM4T963MTF'], dtype=object), array([166, 573, 2212, 'A2D7SD76AM3Y9C'], dtype=object), array([160, 571, 553, 'A10XK1PCN65URM'], dtype=object), array([160, 569, 1111, 'A1R907HJF0EC78'], dtype=object), array([160, 571, 1089, 'A3KQYK3Q08ONN9'], dtype=object), array([162, 573, 553, 'A13YH9YNHZXBJE'], dtype=object), array([156, 578, 576, 'A3SLBRRH6YEVCB'], dtype=object), array([158, 569, 1579, 'A1N4TYRLJ26DB9'], dtype=object), array([162, 571, 8838, 'A2LXH22NMQ1ECA'], dtype=object), array([162, 569, 1325, 'A2Z8V601LQT1KU'], dtype=object), array([158, 567, 1375, 'A3AF8RFF1R9EBY'], dtype=object), array([156, 575, 887, 'A2S9ZPD18SZND7'], dtype=object)]"
18,180,588,"[array([182, 588, 1074, 'AP2AR3I6ZWUOP'], dtype=object), array([184, 590, 694, 'A1TK0ZMZ571GG0'], dtype=object), array([172, 582, 1134, 'A32NWSI7SGQSFW'], dtype=object), array([180, 582, 1124, 'ATV6ICKU8U99L'], dtype=object), array([180, 588, 641, 'ASI6KXF2GAUTQ'], dtype=object), array([176, 588, 625, 'A1WAGM4T963MTF'], dtype=object), array([193, 586, 549, 'A10XK1PCN65URM'], dtype=object), array([178, 588, 1548, 'A1R907HJF0EC78'], dtype=object), array([182, 586, 1097, 'A3KQYK3Q08ONN9'], dtype=object), array([172, 586, 615, 'A3SLBRRH6YEVCB'], dtype=object), array([180, 590, 1112, 'A1N4TYRLJ26DB9'], dtype=object), array([182, 590, 1760, 'A2LXH22NMQ1ECA'], dtype=object), array([178, 590, 737, 'A3AF8RFF1R9EBY'], dtype=object)]"
19,811,190,"[array([813, 190, 3011, 'AP2AR3I6ZWUOP'], dtype=object), array([817, 195, 969, 'ATIGCUKIPNWG0'], dtype=object), array([813, 193, 1129, 'A1TK0ZMZ571GG0'], dtype=object), array([811, 199, 896, 'A3BETRYEHTABOW'], dtype=object), array([815, 195, 1329, 'ATRF28UBVVCWE'], dtype=object), array([803, 188, 1603, 'A32NWSI7SGQSFW'], dtype=object), array([813, 195, 1821, 'ATV6ICKU8U99L'], dtype=object), array([807, 188, 893, 'ASI6KXF2GAUTQ'], dtype=object), array([811, 190, 3375, 'A3CSY75LCJCNOI'], dtype=object), array([817, 193, 835, 'A1WAGM4T963MTF'], dtype=object), array([815, 186, 801, 'A2D7SD76AM3Y9C'], dtype=object), array([811, 186, 717, 'A10XK1PCN65URM'], dtype=object), array([813, 190, 1759, 'A1R907HJF0EC78'], dtype=object), array([821, 193, 1514, 'A3KQYK3Q08ONN9'], dtype=object), array([813, 193, 1466, 'A13YH9YNHZXBJE'], dtype=object), array([799, 195, 872, 'A301X9EE0SXTYL'], dtype=object), array([813, 188, 696, 'AW5CAVAQBYOLE'], dtype=object), array([813, 190, 888, 'A3SLBRRH6YEVCB'], dtype=object), array([811, 193, 2360, 'A1N4TYRLJ26DB9'], dtype=object), array([813, 188, 2820, 'A2LXH22NMQ1ECA'], dtype=object), array([809, 193, 1751, 'A2Z8V601LQT1KU'], dtype=object), array([811, 184, 1261, 'A3AF8RFF1R9EBY'], dtype=object), array([809, 193, 1047, 'A2S9ZPD18SZND7'], dtype=object)]"
20,958,903,"[array([958, 903, 6028, 'AP2AR3I6ZWUOP'], dtype=object), array([958, 905, 1872, 'ATIGCUKIPNWG0'], dtype=object), array([956, 901, 2056, 'A1TK0ZMZ571GG0'], dtype=object), array([952, 905, 1259, 'A3BETRYEHTABOW'], dtype=object), array([956, 901, 772, 'ATRF28UBVVCWE'], dtype=object), array([948, 899, 1082, 'A32NWSI7SGQSFW'], dtype=object), array([958, 905, 0, 'ATV6ICKU8U99L'], dtype=object), array([961, 899, 1034, 'ASI6KXF2GAUTQ'], dtype=object), array([958, 903, 1646, 'A3CSY75LCJCNOI'], dtype=object), array([956, 911, 1625, 'A1WAGM4T963MTF'], dtype=object), array([965, 901, 1954, 'A2D7SD76AM3Y9C'], dtype=object), array([963, 897, 0, 'A10XK1PCN65URM'], dtype=object), array([950, 905, 2961, 'A1R907HJF0EC78'], dtype=object), array([958, 907, 2404, 'A3KQYK3Q08ONN9'], dtype=object), array([958, 903, 4003, 'A13YH9YNHZXBJE'], dtype=object), array([954, 911, 5700, 'A301X9EE0SXTYL'], dtype=object), array([956, 909, 4928, 'AW5CAVAQBYOLE'], dtype=object), array([956, 907, 2809, 'A3SLBRRH6YEVCB'], dtype=object), array([954, 903, 2536, 'A1N4TYRLJ26DB9'], dtype=object), array([958, 901, 3813, 'A2LXH22NMQ1ECA'], dtype=object), array([956, 907, 2038, 'A2Z8V601LQT1KU'], dtype=object), array([952, 901, 1919, 'A3AF8RFF1R9EBY'], dtype=object), array([952, 903, 1449, 'A2S9ZPD18SZND7'], dtype=object)]"
21,979,786,"[array([979, 786, 1457, 'AP2AR3I6ZWUOP'], dtype=object), array([981, 786, 1961, 'A1TK0ZMZ571GG0'], dtype=object), array([977, 791, 1241, 'A3BETRYEHTABOW'], dtype=object), array([977, 793, 2056, 'ATRF28UBVVCWE'], dtype=object), array([983, 786, 1634, 'A32NWSI7SGQSFW'], dtype=object), array([981, 793, 1310, 'ATV6ICKU8U99L'], dtype=object), array([979, 784, 1092, 'ASI6KXF2GAUTQ'], dtype=object), array([979, 786, 3132, 'A3CSY75LCJCNOI'], dtype=object), array([987, 793, 1467, 'A2D7SD76AM3Y9C'], dtype=object), array([977, 780, 815, 'A10XK1PCN65URM'], dtype=object), array([977, 788, 0, 'A1R907HJF0EC78'], dtype=object), array([973, 791, 1066, 'A3KQYK3Q08ONN9'], dtype=object), array([979, 791, 2441, 'A1N4TYRLJ26DB9'], dtype=object), array([981, 784, 1883, 'A2LXH22NMQ1ECA'], dtype=object), array([977, 791, 2166, 'A2Z8V601LQT1KU'], dtype=object), array([979, 786, 1829, 'A2S9ZPD18SZND7'], dtype=object)]"
22,858,512,"[array([862, 512, 1684, 'AP2AR3I6ZWUOP'], dtype=object), array([860, 522, 723, 'ATIGCUKIPNWG0'], dtype=object), array([856, 510, 1730, 'A1TK0ZMZ571GG0'], dtype=object), array([856, 512, 1364, 'A3BETRYEHTABOW'], dtype=object), array([856, 518, 3117, 'ATRF28UBVVCWE'], dtype=object), array([864, 514, 1352, 'A32NWSI7SGQSFW'], dtype=object), array([858, 510, 1124, 'ATV6ICKU8U99L'], dtype=object), array([854, 508, 947, 'ASI6KXF2GAUTQ'], dtype=object), array([858, 512, 2091, 'A3CSY75LCJCNOI'], dtype=object), array([860, 510, 792, 'A1WAGM4T963MTF'], dtype=object), array([862, 512, 2671, 'A2D7SD76AM3Y9C'], dtype=object), array([858, 512, 862, 'A10XK1PCN65URM'], dtype=object), array([854, 512, 1243, 'A1R907HJF0EC78'], dtype=object), array([854, 514, 3133, 'A3KQYK3Q08ONN9'], dtype=object), array([862, 496, 679, 'A301X9EE0SXTYL'], dtype=object), array([852, 514, 663, 'AW5CAVAQBYOLE'], dtype=object), array([856, 510, 976, 'A3SLBRRH6YEVCB'], dtype=object), array([858, 512, 2485, 'A1N4TYRLJ26DB9'], dtype=object), array([858, 512, 1662, 'A2LXH22NMQ1ECA'], dtype=object), array([854, 514, 1572, 'A2Z8V601LQT1KU'], dtype=object), array([856, 508, 1432, 'A3AF8RFF1R9EBY'], dtype=object), array([860, 516, 911, 'A2S9ZPD18SZND7'], dtype=object)]"
