col,row
775.47,547.02
711.55,513.43
684.46,504.77
711.55,531.85
715.88,540.52
725.63,548.1
694.21,541.6
676.88,536.19
656.29,547.02
620.54,512.35
581.53,502.6
526.28,492.85
517.61,501.51
525.19,557.85
547.95,581.69
675.79,556.77
699.63,573.02
709.38,608.78
748.39,592.52
762.47,616.36
747.3,628.28
760.3,628.28
725.63,615.28
720.22,639.11
726.72,684.62
826.39,651.03
835.06,621.78
810.14,617.44
849.15,670.53
862.15,690.04
863.23,646.7
673.63,581.69
646.54,580.61
625.96,553.52
612.95,627.2
627.04,647.78
595.62,662.95
595.62,646.7
616.2,681.37
680.13,634.78
529.53,544.85
521.94,596.86
514.36,562.19
517.61,609.86
514.36,653.2
518.69,681.37
489.44,724.71
448.27,729.04
529.53,716.04
534.95,710.62
542.53,739.87
576.12,718.21
576.12,737.71
568.53,690.04
579.37,678.12
586.95,693.29
634.62,717.12
640.04,726.87
685.55,739.87
695.3,725.79
711.55,709.54
674.71,651.03
683.38,655.37
570.7,622.86
766.8,107.14
929.94,5.2921
1301.6,17.21
1274.5,20.46
1252.8,29.128
1243.1,46.463
1227.9,87.635
1295.1,82.217
1167.2,190.56
1181.3,215.48
1203,252.32
1245.2,246.9
1140.1,172.14
1133.6,153.73
1095.7,162.39
1108.7,135.31
1032.9,132.06
1041.5,167.81
1090.3,238.23
1078.4,221.98
1114.1,271.82
1143.4,278.32
1213.8,277.24
1213.8,292.41
1207.3,307.58
1206.2,322.74
1185.6,337.91
1173.7,379.08
1131.5,375.83
1229,410.5
1237.6,427.84
1193.2,441.92
1268,422.42
1283.1,343.33
1041.5,236.07
1007.9,147.22
1021,179.73
976.53,163.48
954.86,49.714
952.69,88.718
926.69,90.885
942.94,124.47
955.94,140.72
932.11,146.14
909.36,102.8
911.52,140.72
918.02,155.89
921.27,199.23
923.44,190.56
939.69,206.81
919.11,174.31
910.44,167.81
879.02,155.89
1069.7,100.64
894.19,296.74
907.19,228.48
885.52,388.84
908.27,444.09
1043.7,514.52
1106.5,555.69
1107.6,582.77
1126,616.36
1135.8,675.95
1138,700.87
1131.5,731.21
1152,733.37
1062.1,634.78
1029.6,710.62
1057.8,733.37
1035,726.87
945.11,571.94
912.61,544.85
897.44,575.19
928.86,571.94
975.45,662.95
968.95,673.78
920.19,626.11
916.94,583.86
909.36,594.69
898.52,594.69
900.69,602.28
900.69,613.11
707.21,324.91
736.47,227.4
486.19,673.78
571.78,556.77
580.45,517.77
579.37,567.61
780.89,731.21
912.61,646.7
905.02,628.28
893.1,639.11
899.6,643.45
882.27,614.19
909.36,680.28
881.19,636.95
898.52,668.37
884.44,698.7
877.93,706.29
882.27,716.04
885.52,724.71
920.19,710.62
927.77,738.79
941.86,716.04
937.52,704.12
959.19,700.87
960.28,686.79
974.36,699.79
973.28,725.79
971.11,738.79
994.95,727.96
1103.3,710.62
916.94,26.961
913.69,8.5425
1348.8,9.6259
1334.7,34.545
1723.6,34.545
1646.7,52.964
1682.5,96.302
1669.5,123.39
1644.6,146.14
1582.8,63.799
1557.9,15.043
1551.4,19.377
1498.3,58.381
1449.5,54.048
1405.1,35.629
1389.9,57.298
1407.3,83.301
1370.4,64.882
1365,83.301
1379.1,96.302
1414.9,123.39
1345.5,80.051
1331.4,63.799
1339,124.47
1369.4,141.81
1386.7,138.56
1378,128.81
1514.5,107.14
1471.2,97.386
1725.8,204.65
1723.6,259.9
1681.4,224.15
1656.5,268.57
1577.4,153.73
1564.4,211.15
1522.1,138.56
1494,130.97
1448.5,146.14
1466.9,154.81
1498.3,156.98
1465.8,165.64
1468,175.39
1478.8,194.9
1499.4,206.81
1536.2,195.98
1575.2,229.57
1555.7,242.57
1547,230.65
1580.6,250.15
1491.8,238.23
1592.5,262.07
1603.4,271.82
1591.5,271.82
1598,283.74
1576.3,283.74
1562.2,280.49
1640.2,303.24
1647.8,311.91
1622.9,325.99
1603.4,305.41
1590.4,299.99
1575.2,299.99
1567.6,305.41
1556.8,301.08
1535.1,275.07
1537.3,254.49
1528.6,262.07
1524.3,268.57
1507,275.07
1511.3,292.41
1476.6,259.9
1460.4,267.49
1459.3,290.24
1444.1,277.24
1435.4,284.82
1423.5,291.32
1405.1,269.66
1417,254.49
1525.4,301.08
1515.6,318.41
1508,323.83
1576.3,363.92
1608.8,346.58
1606.6,323.83
1617.5,375.83
1637,380.17
1653.2,350.91
1652.1,374.75
1509.1,349.83
1504.8,361.75
1520,378
1554.6,391
1554.6,439.76
1505.9,427.84
1580.6,478.76
1577.4,487.43
1612.1,461.43
1654.3,448.43
1661.9,440.84
1671.6,479.85
1684.6,472.26
1722.6,452.76
1725.8,438.67
1686.8,565.44
1706.3,596.86
1707.4,653.2
1552.5,647.78
1530.8,635.86
1498.3,586.02
1524.3,661.87
1536.2,670.53
1527.5,678.12
1499.4,709.54
1478.8,638.03
1414.9,609.86
1435.4,597.94
1328.2,456.01
1326,425.67
1347.7,633.7
1333.6,646.7
1310.9,680.28
1738,9.6259
1744.5,18.294
1768.4,42.13
1767.3,55.131
1759.7,68.133
1775.9,47.547
1906,73.55
1993.7,86.551
2020.8,31.295
2020.8,319.49
1889.7,386.67
1937.4,411.59
2045.7,237.15
1946,459.26
1746.7,446.26
1807.4,407.25
1766.2,426.76
1969.9,471.18
1964.5,506.93
1914.6,476.6
1924.4,501.51
2005.6,509.1
2042.5,502.6
2013.2,526.43
1972.1,552.44
1914.6,568.69
1871.3,619.61
1977.5,560.02
1880,694.37
1782.4,613.11
1785.7,597.94
1740.2,603.36
1978.6,719.29
2034.9,720.37
2.3507,774.55
42.439,796.21
90.111,821.13
93.361,797.3
194.12,795.13
233.13,803.8
298.13,821.13
298.13,813.55
333.89,790.8
319.8,761.54
385.89,758.29
406.48,785.38
394.56,859.05
365.31,868.81
375.06,892.64
407.56,881.81
432.48,848.22
347.97,894.81
345.81,908.89
298.13,898.06
414.06,908.89
397.81,928.4
403.23,954.4
431.4,1023.7
418.4,1044.3
411.9,1041.1
397.81,1081.2
388.06,1086.6
369.64,1072.5
355.56,1101.7
297.05,1094.2
308.97,1076.8
298.13,998.82
279.72,998.82
227.71,998.82
215.79,992.32
143.2,918.64
175.7,853.64
201.71,874.22
194.12,1008.6
228.79,1035.7
201.71,1023.7
175.7,1016.2
144.28,1018.3
141.03,1053
53.273,1014
80.359,1086.6
69.525,1087.7
95.528,1100.7
43.522,1087.7
14.269,1037.8
200.62,1085.5
202.79,1105
334.97,1162.4
399.98,1157
289.47,1191.7
286.22,1227.4
382.64,1181.9
202.79,1150.5
217.96,1213.3
194.12,1213.3
193.04,1241.5
142.12,1193.8
120.45,1158.1
111.78,1216.6
78.193,1186.3
78.193,1175.4
47.856,1164.6
22.936,1155.9
29.437,1132.1
76.026,1198.2
94.444,1236.1
119.36,1239.3
94.444,1258.8
83.61,1258.8
66.275,1210.1
44.605,1193.8
48.939,1244.8
67.358,1281.6
21.853,1251.3
19.686,1262.1
4.5176,1269.7
4.5176,1185.2
33.771,1353.1
47.856,1350.9
96.611,1356.4
130.2,1333.6
136.7,1281.6
154.03,1279.4
201.71,1309.8
259.13,1229.6
252.63,1278.4
246.13,1255.6
389.14,1245.8
410.81,1385.6
399.98,1333.6
373.98,1413.8
291.63,1362.9
251.55,1328.2
180.04,1342.3
146.45,1411.6
220.13,1461.5
228.79,1017.2
384.81,809.22
99.862,1006.4
243.96,920.81
345.81,972.82
320.89,1030.2
292.72,1017.2
154.03,1126.7
175.7,1056.2
523.03,797.3
510.03,807.05
452.6,765.88
482.94,763.71
586.95,768.04
492.69,847.14
487.27,837.39
462.35,868.81
456.94,878.56
477.52,877.47
489.44,860.14
498.11,868.81
577.2,807.05
577.2,788.63
628.12,751.79
649.79,753.96
635.71,772.38
681.21,779.96
667.13,779.96
686.63,750.71
744.05,805.97
775.47,814.63
793.89,818.97
816.64,812.47
803.64,802.72
825.31,789.71
831.81,818.97
858.9,827.63
831.81,837.39
838.31,853.64
856.73,856.89
844.81,879.64
836.15,882.89
789.56,829.8
772.22,834.14
767.89,857.97
798.22,865.56
796.06,875.31
805.81,909.98
771.14,914.31
765.72,920.81
742.97,894.81
735.38,852.55
699.63,800.55
708.3,763.71
695.3,833.05
677.96,826.55
670.38,811.38
634.62,818.97
638.96,833.05
597.79,831.97
615.12,839.55
698.55,863.39
688.8,853.64
681.21,860.14
721.3,901.31
699.63,886.14
688.8,885.06
684.46,895.89
660.63,895.89
653.04,894.81
645.46,886.14
643.29,864.47
655.21,919.73
666.04,945.73
667.13,932.73
651.96,938.15
614.04,926.23
619.45,901.31
631.37,880.72
571.78,929.48
538.2,894.81
552.28,877.47
514.36,876.39
543.61,925.15
546.86,940.31
498.11,924.06
510.03,906.73
471.02,953.32
486.19,989.07
466.69,994.49
464.52,985.82
447.19,944.65
759.22,1015.1
750.55,1009.7
735.38,957.65
713.72,1040
727.8,1050.8
733.22,1061.7
643.29,986.9
624.87,977.15
623.79,968.48
610.79,954.4
611.87,1006.4
609.7,997.74
579.37,971.73
554.45,960.9
560.95,953.32
533.86,967.4
539.28,997.74
558.78,1015.1
629.21,1018.3
608.62,1040
622.7,1041.1
592.37,1034.6
686.63,1046.5
828.56,987.99
764.64,1094.2
732.13,1111.5
739.72,1111.5
698.55,1073.6
668.21,1083.3
619.45,1071.4
615.12,1059.5
603.2,1050.8
601.04,1062.7
559.86,1068.2
591.28,1072.5
539.28,1045.4
564.2,1050.8
456.94,1040
446.1,1017.2
460.19,1051.9
448.27,1058.4
474.27,1072.5
499.19,1073.6
503.52,1048.7
512.19,1106.1
512.19,1121.3
479.69,1115.8
536.03,1128.8
577.2,1115.8
618.37,1106.1
644.37,1113.7
673.63,1115.8
711.55,1139.7
701.8,1119.1
709.38,1102.8
811.23,1154.8
807.98,1167.8
778.72,1141.8
733.22,1223.1
712.63,1223.1
700.71,1171.1
675.79,1178.7
707.21,1236.1
742.97,1268.6
776.56,1279.4
855.65,1305.4
653.04,1231.8
635.71,1142.9
606.45,1151.6
596.7,1135.3
588.03,1145.1
523.03,1140.8
520.86,1158.1
525.19,1179.8
541.45,1150.5
545.78,1167.8
485.11,1158.1
469.94,1152.7
484.02,1138.6
461.27,1174.3
529.53,1224.2
572.87,1256.7
543.61,1319.5
572.87,1360.7
583.7,1346.6
623.79,1329.3
729.97,1391
789.56,1328.2
735.38,1419.2
741.89,1457.1
593.45,1430
589.12,1464.7
580.45,1475.5
568.53,1463.6
486.19,1410.5
500.27,1370.4
461.27,1387.8
447.19,1354.2
499.19,1318.4
471.02,1328.2
497.02,1344.4
540.36,1436.5
464.52,1472.3
479.69,1475.5
598.87,1450.6
799.31,1463.6
658.46,1471.2
611.87,1357.4
631.37,1375.9
683.38,1252.3
707.21,1201.4
603.2,1166.8
598.87,1188.4
635.71,1220.9
641.12,1151.6
570.7,1164.6
576.12,1157
568.53,1138.6
771.14,1059.5
813.39,1037.8
840.48,1127.8
727.8,978.23
724.55,961.98
778.72,895.89
542.53,947.9
518.69,931.65
511.11,956.57
584.78,1027
558.78,987.99
558.78,1095.2
590.2,895.89
588.03,856.89
578.28,853.64
553.36,763.71
549.03,773.46
539.28,784.3
737.55,777.8
753.8,759.38
530.61,857.97
627.04,800.55
597.79,946.81
594.54,918.64
877.93,831.97
921.27,829.8
986.28,786.46
1225.7,776.71
1224.6,811.38
1190,847.14
1169.4,837.39
1154.2,760.46
1107.6,801.63
1141.2,846.05
1144.5,841.72
1135.8,827.63
1130.4,838.47
1112,843.89
1298.3,919.73
1208.4,915.39
1187.8,875.31
1173.7,887.22
1160.7,855.8
1185.6,941.4
1177,954.4
1180.2,974.98
1288.6,999.9
1279.9,997.74
1300.5,998.82
1258.2,1004.2
1247.4,1009.7
1222.5,982.57
1216,1008.6
1210.6,1021.6
1186.7,980.4
1158.5,1006.4
1174.8,1017.2
1154.2,973.9
1136.9,931.65
1114.1,943.56
1121.7,960.9
1115.2,865.56
1120.6,875.31
1119.5,882.89
1095.7,824.38
1091.4,797.3
1069.7,791.88
1070.8,750.71
1040.5,746.38
1036.1,753.96
1048,772.38
1055.6,811.38
1049.1,818.97
1021,838.47
1017.7,803.8
1001.4,804.88
985.2,825.47
977.61,812.47
975.45,805.97
979.78,758.29
987.36,753.96
987.36,746.38
948.36,772.38
954.86,777.8
937.52,812.47
929.94,820.05
925.61,759.38
912.61,751.79
1010.1,788.63
1029.6,860.14
940.78,898.06
1015.5,874.22
903.94,877.47
889.85,893.73
1074,932.73
1101.1,913.23
1054.5,934.9
1037.2,943.56
1058.9,998.82
1058.9,985.82
1071.9,1029.2
1060,1043.2
1037.2,1041.1
1041.5,1049.7
1040.5,1059.5
1132.5,1074.7
1182.4,1071.4
1197.6,1087.7
1231.1,1120.2
1242,1089.8
1223.6,1099.6
989.53,939.23
977.61,938.15
965.69,950.07
953.78,928.4
942.94,927.31
909.36,935.98
1183.5,996.65
997.11,1003.2
1015.5,1007.5
961.36,1100.7
998.2,1111.5
1014.5,1116.9
902.85,1151.6
921.27,1175.4
918.02,1146.2
1231.1,1186.3
1281,1204.7
1197.6,1216.6
1262.6,1253.4
1248.5,1259.9
1259.3,1280.5
1071.9,1323.9
970.03,1307.6
934.27,1316.3
1134.7,1360.7
1166.1,1379.1
1153.1,1388.9
1164,1423.5
1175.9,1406.2
1200.8,1437.6
1180.2,1450.6
1123.9,1382.4
1113,1439.8
1129.3,1474.5
1060,1469
1358.5,777.8
1383.4,759.38
1389.9,776.71
1363.9,815.72
1380.2,879.64
1391,893.73
1499.4,850.39
1514.5,861.22
1475.5,827.63
1568.7,778.88
1663,745.29
1678.1,790.8
1671.6,895.89
1657.6,946.81
1668.4,965.23
1634.8,974.98
1622.9,974.98
1600.1,958.73
1598,978.23
1580.6,940.31
1594.7,1003.2
1699.8,1071.4
1607.7,1080.1
1556.8,1085.5
1508,926.23
1486.4,907.81
1475.5,913.23
1476.6,941.4
1477.7,958.73
1466.9,960.9
1430,954.4
1384.5,986.9
1400.8,995.57
1428.9,1023.7
1379.1,1037.8
1359.6,998.82
1334.7,973.9
1322.8,941.4
1341.2,1004.2
1360.7,1123.4
1427.9,1146.2
1345.5,1034.6
1692.2,1251.3
1547,1222
1449.5,1199.3
1528.6,1142.9
1589.3,1048.7
1580.6,982.57
1341.2,1185.2
1347.7,1197.1
1363.9,1212.3
1382.4,1211.2
1400.8,1193.8
1410.5,1181.9
1452.8,1181.9
1404,1212.3
1397.5,1229.6
1438.7,1231.8
1471.2,1209
1415.9,1238.3
1399.7,1270.8
1400.8,1282.7
1380.2,1263.2
1362.9,1245.8
1352,1231.8
1334.7,1237.2
1335.8,1223.1
1334.7,1284.9
1316.3,1305.4
1415.9,1321.7
1427.9,1316.3
1462.5,1271.9
1650,1394.3
1685.7,1374.8
1732.3,1388.9
1691.1,1464.7
1583.9,1232.8
1574.1,1352
1826.9,859.05
1817.1,945.73
1876.7,958.73
1842,1018.3
1806.3,1084.4
1760.8,1080.1
1780.3,1111.5
1981.8,1092
1901.6,1251.3
2028.4,1357.4
1946,1384.5
429.32,1493.6
398.55,1509.4
384.41,1516.8
368.61,1493.6
355.3,1494.4
371.1,1528.5
370.27,1516
397.72,1541.8
397.72,1532.6
415.18,1558.4
418.51,1550.1
413.52,1542.6
430.15,1545.1
432.64,1568.4
316.22,1526.8
286.28,1506
257.17,1518.5
329.52,1602.5
297.92,1608.3
367.78,1574.2
380.25,1580.9
391.06,1580.9
378.59,1621.6
349.48,1568.4
418.51,1653.2
344.49,1639.9
338.67,1625.8
334.51,1654.1
303.74,1666.5
318.71,1673.2
380.25,1772.2
379.42,1678.2
284.61,1677.3
171.51,1671.5
212.26,1699.8
116.63,1574.2
156.54,1586.7
169.85,1655.7
151.55,1723.1
393.56,1802.1
356.97,1801.3
263.82,1801.3
236.38,1845.3
266.32,1884.4
288.77,1897.7
320.37,1886.9
309.56,1874.4
337.01,1919.4
327.03,1915.2
346.15,1909.4
251.35,1859.5
282.12,1828.7
350.31,1960.9
339.5,1957.6
328.69,1954.3
353.64,1946
384.41,1987.5
410.19,1969.2
369.44,2009.2
410.19,2027.5
418.51,2004.2
315.38,2002.5
332.02,1988.4
320.37,1974.2
306.24,1938.5
307.07,1925.2
262.99,1975.9
291.27,2019.1
285.45,2000
272.97,1998.4
322.04,2020
327.86,2029.1
282.12,2036.6
257.17,1994.2
241.37,1980.1
249.69,1970.9
255.51,1898.6
242.2,1942.6
199.79,1896.9
112.47,1530.2
25.979,1558.4
96.667,1729.7
75.045,1728.9
47.601,1704
27.642,1717.3
3.5249,1701.5
75.045,1788
34.295,1817.1
133.26,1911.9
137.42,1919.4
169.02,1942.6
149.89,1970.9
187.31,1962.6
174.01,1970.1
220.58,1909.4
208.1,1986.7
221.41,1970.9
229.73,1975.1
241.37,2000.8
236.38,2039.1
203.11,2034.9
198.96,2019.1
180.66,2003.3
65.065,2013.3
67.56,1918.5
50.928,1907.7
25.979,1892.7
12.673,1892.7
29.305,1920.2
243.03,1624.1
318.71,1571.7
325.36,1575.1
327.86,1557.6
361.12,1589.2
375.26,1600.8
77.54,1813.7
91.677,1896.9
321.21,1848.7
420.17,2047.4
307.9,1711.4
132.43,1789.6
522.35,1504.4
464.14,1527.7
448.34,1525.2
526.51,1595.8
526.51,1595.8
526.51,1595.8
526.51,1595.8
526.51,1595.8
526.51,1595.8
526.51,1595.8
455.82,1550.9
481.6,1568.4
504.05,1563.4
524.85,1577.6
775.16,1503.5
762.69,1532.6
754.37,1546
732.75,1529.3
758.53,1567.6
836.7,1614.1
853.34,1638.3
828.39,1649.9
786.81,1645.7
784.31,1614.1
714.46,1610
541.48,1702.3
514.87,1758
461.64,1632.4
484.93,1608.3
518.19,1629.9
525.68,1687.3
601.36,1783.8
596.37,1834.5
595.53,1851.2
826.73,1694.8
821.74,1758
790.97,1733.1
777.66,1725.6
756.87,1740.6
726.93,1758
691.17,1769.7
660.4,1742.2
645.43,1773
644.6,1786.3
649.59,1793.8
654.58,1807.1
684.52,1793.8
676.2,1804.6
723.6,1806.2
714.46,1819.6
701.98,1811.2
682.02,1820.4
721.11,1841.2
680.36,1851.2
705.31,1896.1
647.09,1863.6
1233.3,1541
1269,1569.2
1210.8,1580.9
1155.9,1548.4
1146,1522.7
1133.5,1513.5
1171.7,1489.4
1100.2,1501
1089.4,1536
935.56,1510.2
920.59,1511
951.36,1574.2
895.64,1563.4
872.36,1580.9
877.35,1623.3
910.61,1670.7
1193.4,1631.6
1184.2,1634.1
1192.5,1720.6
1258.2,1774.6
1249.1,1783.8
1289,1797.1
1217.5,1796.3
1161.8,1685.7
1137.6,1672.4
1131.8,1647.4
1075.3,1664
1070.3,1700.6
1037.8,1615
1027,1651.6
971.32,1672.4
972.15,1710.6
984.63,1705.6
926.41,1722.3
947.2,1729.7
918.1,1760.5
924.75,1792.9
935.56,1806.2
895.64,1809.6
977.97,1864.5
977.14,1936
892.32,1982.6
1085.3,1823.7
1117.7,1761.3
1141,1783
1170.1,1828.7
1264.1,1896.9
1277.4,1948.5
1273.2,1959.3
1219.1,1921.8
1211.7,1882.8
1157.6,1992.5
1244.9,1954.3
1649,1498.5
1456.9,1620.8
1347.9,1554.3
1355.4,1628.3
1370.4,1644.9
1369.6,1685.7
1426.1,1694.8
1610.7,1795.4
1449.4,1990
1413.6,1815.4
1382.9,1749.7
1372.1,1762.2
1374.5,1780.5
1354.6,1739.7
1338,1745.5
1321.3,1734.7
1313,1759.7
1307.2,1803.8
1319.7,1815.4
1401.2,1856.1
1375.4,1862.8
1320.5,1871.1
1319.7,1886.9
1322.2,1920.2
1402.8,1941
1360.4,1986.7
1352.9,1974.2
1858.2,1496.9
1898.9,1528.5
1939.7,1531
1963.8,1560.1
1982.9,1572.6
1976.2,1606.7
2036.1,1696.5
1983.7,1690.7
1943,1645.7
1799.9,1671.5
1780,1699.8
1852.3,1857
1953.8,1665.7
1866.5,1786.3
1902.2,1493.6
1226.6,1604.2
1260.7,1647.4
1189.2,1763.8
1009.6,1716.4
1304.7,1692.3
1001.4,643.45
1014.5,556.77
515.44,388.84
363.14,575.19
384.81,594.69
395.64,1370.4
380.48,1329.3
395.64,1445.2
356.64,1370.4
358.81,1451.7
327.39,1434.4
35.938,1298.9
38.105,1280.5
50.023,1257.8
53.273,1228.5
512.19,252.32
698.55,593.61
693.13,612.03
645.46,614.19
662.79,643.45
674.71,696.54
655.21,672.7
647.62,677.03
642.21,669.45
644.37,657.53
854.56,724.71
852.4,704.12
852.4,577.36
837.23,551.35
812.31,569.77
651.96,472.26
773.31,329.25
773.31,341.16
667.13,245.82
618.37,260.99
599.95,257.74
664.96,527.52
648.71,542.69
658.46,490.68
698.55,475.51
759.22,537.27
742.97,521.02
726.72,626.11
711.55,623.95
1052.4,155.89
1024.2,100.64
1106.5,219.82
1092.5,279.41
1159.6,580.61
1187.8,75.717
990.61,140.72
882.27,281.57
1144.5,68.133
1208.4,217.65
1394.3,700.87
1392.1,553.52
1635.9,28.045
1627.2,20.46
1686.8,60.548
1628.3,599.03
1530.8,475.51
1339,368.25
1342.3,387.75
1412.7,315.16
1363.9,665.12
1378,627.2
1311.9,545.94
1496.1,342.25
1698.7,642.36
1692.2,578.44
1875.6,45.38
1877.8,80.051
